ID;Количество комнат;Тип;район;Адрес;Площадь, м2;Этаж;Цена;Ремонт;Ссылка на объявление
296464603;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;30.76;15/15;3900000;;https://www.cian.ru/sale/flat/296464603
277252677;1;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Шпачека, 12/2;33.6;7/9;3900000;Без ремонта;https://www.cian.ru/sale/flat/277252677
283702785;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;34.12;7/13;4550000;;https://www.cian.ru/sale/flat/283702785
296464615;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;37.67;15/15;4900000;;https://www.cian.ru/sale/flat/296464615
283702673;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;40.06;3/13;4930000;;https://www.cian.ru/sale/flat/283702673
283702762;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;40.06;6/13;4930000;;https://www.cian.ru/sale/flat/283702762
296464543;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;35.63;11/15;5000000;;https://www.cian.ru/sale/flat/296464543
296464567;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;44.65;2/15;5100000;;https://www.cian.ru/sale/flat/296464567
300135044;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.93;2/13;5123430;;https://www.cian.ru/sale/flat/300135044
285801070;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;37.63;13/13;5211755;;https://www.cian.ru/sale/flat/285801070
283702869;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;47.35;1/13;5240000;;https://www.cian.ru/sale/flat/283702869
300049539;3;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 335;59.0;3/5;5200000;;https://www.cian.ru/sale/flat/300049539
297834237;3;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Просвещения, 28;56.0;1/4;5270000;Без ремонта;https://www.cian.ru/sale/flat/297834237
300361692;3;Продажа квартиры;Ленинский;Иркутская область, Иркутск, Волгоградская улица, 45;51.0;2/5;5300000;Косметический;https://www.cian.ru/sale/flat/300361692
285801088;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;38.29;2/13;5303165;;https://www.cian.ru/sale/flat/285801088
283702931;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;50.72;5/13;5870000;;https://www.cian.ru/sale/flat/283702931
299634067;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;45.19;4/15;6300000;;https://www.cian.ru/sale/flat/299634067
283702788;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;52.89;7/13;6399000;;https://www.cian.ru/sale/flat/283702788
296464686;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;62.12;1/15;6840000;;https://www.cian.ru/sale/flat/296464686
295426548;4;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Сибирских Партизан, 16;98.0;1/4;7200000;Косметический;https://www.cian.ru/sale/flat/295426548
298497406;2;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Сибирских Партизан, 20;67.0;1/5;7300000;Косметический;https://www.cian.ru/sale/flat/298497406
296464565;3;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;56.38;2/15;7500000;;https://www.cian.ru/sale/flat/296464565
300135090;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;53.61;1/13;7773450;;https://www.cian.ru/sale/flat/300135090
300135127;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;55.21;11/13;8005450;;https://www.cian.ru/sale/flat/300135127
283703037;3;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;74.1;13/13;8160000;;https://www.cian.ru/sale/flat/283703037
290434251;3;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/3;74.1;13/15;8290000;;https://www.cian.ru/sale/flat/290434251
283703266;3;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/3;74.1;12/15;8290000;;https://www.cian.ru/sale/flat/283703266
296464581;3;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;59.04;3/15;8400000;;https://www.cian.ru/sale/flat/296464581
300135062;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;60.11;10/13;8715950;;https://www.cian.ru/sale/flat/300135062
300135079;3;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;83.38;13/13;1250700;;https://www.cian.ru/sale/flat/300135079
300135057;3;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;83.39;10/13;1250850;;https://www.cian.ru/sale/flat/300135057
300135071;3;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;83.38;12/13;1250700;;https://www.cian.ru/sale/flat/300135071
277728399;1;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 11;14.5;1/5;1850000;Косметический;https://www.cian.ru/sale/flat/277728399
289759681;1;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Авиастроителей, 28Б/3;23.5;3/5;2400000;Евроремонт;https://www.cian.ru/sale/flat/289759681
299050799;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050799
299050701;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;16/18;3120600;;https://www.cian.ru/sale/flat/299050701
299050930;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;17/18;3120600;;https://www.cian.ru/sale/flat/299050930
299050925;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;17/18;3120600;;https://www.cian.ru/sale/flat/299050925
299050912;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;17/18;3120600;;https://www.cian.ru/sale/flat/299050912
299050910;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;17/18;3120600;;https://www.cian.ru/sale/flat/299050910
299050878;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;17/18;3120600;;https://www.cian.ru/sale/flat/299050878
299050828;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050828
299050824;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050824
299050821;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050821
299050817;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050817
299050813;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050813
299050812;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050812
299050810;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050810
299050806;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;15/18;3120600;;https://www.cian.ru/sale/flat/299050806
299050715;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;16/18;3120600;;https://www.cian.ru/sale/flat/299050715
299050714;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;16/18;3120600;;https://www.cian.ru/sale/flat/299050714
299050713;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;16/18;3120600;;https://www.cian.ru/sale/flat/299050713
299050710;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;16/18;3120600;;https://www.cian.ru/sale/flat/299050710
299050703;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;16/18;3120600;;https://www.cian.ru/sale/flat/299050703
299050706;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;16/18;3120600;;https://www.cian.ru/sale/flat/299050706
299050698;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Мега ЖК;29.72;16/18;3120600;;https://www.cian.ru/sale/flat/299050698
295220261;1;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Баумана, 231/7;36.0;12/15;3500000;Косметический;https://www.cian.ru/sale/flat/295220261
299997387;;Продажа квартиры;Ленинский;Иркутская область, Иркутск, переулок Археолога Михаила Герасимова, 6;27.8;3/16;3700000;Евроремонт;https://www.cian.ru/sale/flat/299997387
300005368;;Продажа квартиры;Ленинский;Иркутская область, Иркутск, переулок Археолога Михаила Герасимова, 6;31.0;14/16;3750000;;https://www.cian.ru/sale/flat/300005368
296464681;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;30.76;14/15;3950000;;https://www.cian.ru/sale/flat/296464681
296464663;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;30.76;12/15;3950000;;https://www.cian.ru/sale/flat/296464663
296464641;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;30.76;10/15;3950000;;https://www.cian.ru/sale/flat/296464641
297519031;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;30.13;12/15;4000000;;https://www.cian.ru/sale/flat/297519031
298636477;1;Продажа квартиры;Ленинский;Иркутская область, Иркутск, Ленинградская улица, 62;36.0;5/9;4000000;Косметический;https://www.cian.ru/sale/flat/298636477
296464668;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;30.76;13/15;4000000;;https://www.cian.ru/sale/flat/296464668
296464614;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;31.23;15/15;4100000;;https://www.cian.ru/sale/flat/296464614
296464554;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;30.13;14/15;4100000;;https://www.cian.ru/sale/flat/296464554
296464706;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;34.18;2/15;4100000;;https://www.cian.ru/sale/flat/296464706
296464624;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;32.88;1/15;4100000;;https://www.cian.ru/sale/flat/296464624
296464631;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;31.52;8/15;4200000;;https://www.cian.ru/sale/flat/296464631
299046879;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;36.3;1/13;4265250;;https://www.cian.ru/sale/flat/299046879
293487156;2;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Баумана, 178;41.9;1/5;4300000;;https://www.cian.ru/sale/flat/293487156
299046867;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;36.6;1/13;4300500;;https://www.cian.ru/sale/flat/299046867
299046872;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;37.3;1/13;4382750;;https://www.cian.ru/sale/flat/299046872
299046888;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;37.1;1/13;4359250;;https://www.cian.ru/sale/flat/299046888
299046877;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;37.3;1/13;4382750;;https://www.cian.ru/sale/flat/299046877
299046873;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;37.3;1/13;4382750;;https://www.cian.ru/sale/flat/299046873
294843659;3;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Новаторов, 24Г;52.0;3/5;4400000;Косметический;https://www.cian.ru/sale/flat/294843659
299046868;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;37.7;1/13;4429750;;https://www.cian.ru/sale/flat/299046868
299046894;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;37.1;1/13;4433450;;https://www.cian.ru/sale/flat/299046894
296464683;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;36.94;1/15;4450000;;https://www.cian.ru/sale/flat/296464683
297065828;2;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Ярославского, 252;44.1;1/5;4500000;Косметический;https://www.cian.ru/sale/flat/297065828
296464568;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;33.02;2/15;4500000;;https://www.cian.ru/sale/flat/296464568
291000890;2;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 118/1;54.6;15/16;4500000;;https://www.cian.ru/sale/flat/291000890
299639159;1;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Баумана, 271/1;36.0;6/18;4500000;;https://www.cian.ru/sale/flat/299639159
294118420;3;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Просвещения, 36;54.0;2/5;4600000;Без ремонта;https://www.cian.ru/sale/flat/294118420
283702951;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;34.13;6/13;4630000;;https://www.cian.ru/sale/flat/283702951
299046734;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК;39.8;9/12;4616800;;https://www.cian.ru/sale/flat/299046734
296464728;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;37.19;4/15;4600000;;https://www.cian.ru/sale/flat/296464728
296464691;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;36.97;2/15;4600000;;https://www.cian.ru/sale/flat/296464691
299046784;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК;39.8;7/13;4696400;;https://www.cian.ru/sale/flat/299046784
283703072;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/3;34.12;4/15;4730000;;https://www.cian.ru/sale/flat/283703072
296464639;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;37.19;9/15;4700000;;https://www.cian.ru/sale/flat/296464639
296451466;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, улица Мира, 32;34.0;8/13;4750000;;https://www.cian.ru/sale/flat/296451466
296464685;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;40.61;1/15;4800000;;https://www.cian.ru/sale/flat/296464685
294011755;3;Продажа квартиры;Ленинский;Иркутская область, Иркутск, Алтайская улица, 2;71.3;2/2;4800000;;https://www.cian.ru/sale/flat/294011755
295429697;3;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 223;48.5;1/5;4800000;;https://www.cian.ru/sale/flat/295429697
296464654;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;36.87;11/15;4800000;;https://www.cian.ru/sale/flat/296464654
295648292;2;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Пржевальского, 36;52.0;2/5;4800000;Евроремонт;https://www.cian.ru/sale/flat/295648292
296464612;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;36.87;15/15;4800000;;https://www.cian.ru/sale/flat/296464612
299046802;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 3/5;43.6;4/9;4839600;;https://www.cian.ru/sale/flat/299046802
299046865;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 1;45.2;1/13;4836400;;https://www.cian.ru/sale/flat/299046865
299046792;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 3/5;43.1;5/9;4848750;;https://www.cian.ru/sale/flat/299046792
299046786;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 3/5;44.2;5/9;4839900;;https://www.cian.ru/sale/flat/299046786
293369129;2;Продажа квартиры;Ленинский;Иркутская область, Иркутск, Березовый мкр, 140/2;62.4;9/9;4890000;;https://www.cian.ru/sale/flat/293369129
283702956;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;35.31;7/13;4860000;;https://www.cian.ru/sale/flat/283702956
283702770;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;35.31;7/13;4860000;;https://www.cian.ru/sale/flat/283702770
299046791;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 3/5;43.4;5/9;4882500;;https://www.cian.ru/sale/flat/299046791
300264569;2;Продажа квартиры;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Березовый мкр, 75;46.0;3/3;4890000;Евроремонт;https://www.cian.ru/sale/flat/300264569
283702783;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;40.06;7/13;4930000;;https://www.cian.ru/sale/flat/283702783
283702949;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;39.97;6/13;4930000;;https://www.cian.ru/sale/flat/283702949
283702913;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;39.96;4/13;4930000;;https://www.cian.ru/sale/flat/283702913
296464657;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;37.67;11/15;4900000;;https://www.cian.ru/sale/flat/296464657
283703011;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;39.96;11/13;4930000;;https://www.cian.ru/sale/flat/283703011
283702819;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;40.06;9/13;4930000;;https://www.cian.ru/sale/flat/283702819
283702961;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;39.96;7/13;4930000;;https://www.cian.ru/sale/flat/283702961
283703003;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;39.96;10/13;4930000;;https://www.cian.ru/sale/flat/283703003
283702990;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;39.96;9/13;4930000;;https://www.cian.ru/sale/flat/283702990
283702983;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;39.97;8/13;4930000;;https://www.cian.ru/sale/flat/283702983
283702967;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;39.97;7/13;4930000;;https://www.cian.ru/sale/flat/283702967
283702721;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/7;40.06;5/13;4930000;;https://www.cian.ru/sale/flat/283702721
296464699;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;42.19;2/15;4900000;;https://www.cian.ru/sale/flat/296464699
296464633;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;37.67;8/15;4900000;;https://www.cian.ru/sale/flat/296464633
299046801;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 3/5;43.6;4/9;4905000;;https://www.cian.ru/sale/flat/299046801
299046796;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 3/5;43.2;5/9;4946400;;https://www.cian.ru/sale/flat/299046796
296464670;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;38.16;13/15;4950000;;https://www.cian.ru/sale/flat/296464670
296464679;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;37.67;13/15;4950000;;https://www.cian.ru/sale/flat/296464679
296464692;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;40.57;2/15;5000000;;https://www.cian.ru/sale/flat/296464692
299046808;2;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 2;45.7;3/13;5004150;;https://www.cian.ru/sale/flat/299046808
296464666;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;38.16;12/15;5000000;;https://www.cian.ru/sale/flat/296464666
296464595;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;35.68;8/15;5000000;;https://www.cian.ru/sale/flat/296464595
283703244;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/3;35.31;11/15;5080000;;https://www.cian.ru/sale/flat/283703244
296464559;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;43.61;1/15;5050000;;https://www.cian.ru/sale/flat/296464559
283703206;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/3;39.96;6/15;5140000;;https://www.cian.ru/sale/flat/283703206
283703186;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/3;39.96;4/15;5140000;;https://www.cian.ru/sale/flat/283703186
283703197;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Гравийная улица, 22/3;39.96;5/15;5140000;;https://www.cian.ru/sale/flat/283703197
285801072;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;37.11;13/13;5176845;;https://www.cian.ru/sale/flat/285801072
285800806;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;37.85;3/13;5185450;;https://www.cian.ru/sale/flat/285800806
296464709;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;39.63;3/15;5150000;;https://www.cian.ru/sale/flat/296464709
285800809;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;38.51;2/13;5198850;;https://www.cian.ru/sale/flat/285800809
296464576;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Пулковский переулок, 28;43.51;2/15;5150000;;https://www.cian.ru/sale/flat/296464576
296187266;4;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 213;57.9;4/5;5200000;;https://www.cian.ru/sale/flat/296187266
300135096;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.67;2/13;5218850;;https://www.cian.ru/sale/flat/300135096
295786936;1;Продажа квартиры;Ленинский;Иркутская область, Иркутск, Ново-Ленино мкр, Первый Ленинский квартал ЖК, 3;36.0;8/9;5200000;Дизайнерский;https://www.cian.ru/sale/flat/295786936
300135108;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.67;9/13;5218850;;https://www.cian.ru/sale/flat/300135108
300135115;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.67;10/13;5218850;;https://www.cian.ru/sale/flat/300135115
300135124;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.67;11/13;5218850;;https://www.cian.ru/sale/flat/300135124
300135088;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;34.91;1/13;5236500;;https://www.cian.ru/sale/flat/300135088
297280209;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;35.56;5/13;5200000;;https://www.cian.ru/sale/flat/297280209
290645734;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;37.57;2/13;5241015;;https://www.cian.ru/sale/flat/290645734
300135059;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.93;10/13;5293080;;https://www.cian.ru/sale/flat/300135059
300135075;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.93;12/13;5293080;;https://www.cian.ru/sale/flat/300135075
300135067;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.93;11/13;5293080;;https://www.cian.ru/sale/flat/300135067
300135038;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;34.91;1/13;5271410;;https://www.cian.ru/sale/flat/300135038
300135082;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;33.93;13/13;5293080;;https://www.cian.ru/sale/flat/300135082
285801103;1;Продажа квартиры в новостройке;Ленинский;Иркутская область, Иркутск, Иркутск-2 мкр, Зенит ЖК;37.74;3/13;5302470;;https://www.cian.ru/sale/flat/285801103
287654190;3;Продажа квартиры;Ленинский;Иркутская область, Иркутск, улица Розы Люксембург, 261;59.0;5/5;5300000;;https://www.cian.ru/sale/flat/287654190
